num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
7950,2020,31,22,4,3,10,6,1904,19,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
7951,2020,31,20,4,3,10,6,1911,19,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
7952,2020,31,20,4,3,10,6,1901,19,99,9,999,16,12,18,9,9,99,999,99,9999,99,5
7953,2020,19,19,4,3,10,1,410,4,99,1,999,16,12,18,9,1,7,30,2,1991,3,2
7954,2020,1,10,2,1,11,7,101,1,1,1,49,8,8,10,9,1,1,28,1,2020,6,1
7955,2020,1,10,2,1,11,7,101,1,1,1,31,5,5,7,9,1,4,76,5,2017,5,1
7956,2020,1,11,2,1,11,7,101,1,1,1,63,11,11,13,9,1,11,27,4,2001,4,1
7957,2020,1,11,2,1,11,7,101,1,1,1,29,4,4,6,1,1,4,67,5,2017,5,1
7958,2020,1,20,4,3,11,7,101,1,2,1,35,6,6,8,2,1,1,27,1,2007,4,1
7959,2020,1,20,4,3,11,7,101,1,2,2,28,4,4,6,1,1,4,43,4,2008,4,1
7960,2020,1,10,2,1,11,7,101,1,6,1,39,6,6,8,1,1,2,28,5,2004,4,1
7961,2020,1,10,2,1,11,7,101,1,6,1,25,4,4,6,9,1,3,56,11,1986,2,1
7962,2020,1,22,4,3,11,7,101,1,18,9,999,16,12,18,9,9,1,67,6,1995,3,1
7963,2020,1,22,4,3,11,7,101,1,18,1,18,2,2,4,9,1,4,6,1,2020,6,1
7964,2020,1,23,4,3,11,7,101,1,6,1,42,7,7,9,9,1,1,52,4,2005,4,1
7965,2020,1,23,4,3,11,7,101,1,6,1,18,2,2,4,9,1,4,2,99,2019,5,1
7966,2020,1,8,2,1,11,7,101,1,12,1,999,16,12,18,9,1,4,67,7,9999,99,1
7967,2020,1,8,2,1,11,7,101,1,12,1,999,16,12,18,9,1,3,56,10,9999,99,1
7968,2020,1,0,1,1,11,7,114,1,99,1,34,5,5,7,9,1,3,69,2,9999,99,1
7969,2020,1,0,1,1,11,7,114,1,99,1,25,4,4,6,9,1,4,6,99,9999,99,1
7970,2020,1,14,3,2,11,7,108,1,99,1,50,9,9,11,9,1,1,28,2,2004,4,1
7971,2020,1,14,3,2,11,7,108,1,99,1,24,3,3,5,9,1,4,64,14,2020,6,1
7972,2020,1,13,3,2,11,7,108,1,99,1,36,6,6,8,1,1,1,41,4,9999,99,1
7973,2020,1,13,3,2,11,7,108,1,99,1,33,5,5,7,9,1,4,67,3,9999,99,1
7974,2020,1,20,4,3,11,7,2202,22,99,1,26,4,4,6,2,1,3,69,2,9999,99,1
7975,2020,1,20,4,3,11,7,2202,22,99,1,999,16,12,18,9,1,1,27,5,9999,99,1
7976,2020,1,23,4,3,11,7,2208,22,99,1,999,16,12,18,9,1,4,67,3,9999,99,1
7977,2020,1,23,4,3,11,7,2208,22,99,1,999,16,12,18,9,1,3,69,99,9999,99,1
7978,2020,1,0,1,1,11,7,2107,21,99,1,26,4,4,6,2,1,2,10,5,9999,99,2
7979,2020,1,19,4,3,11,7,2101,21,99,1,28,4,4,6,9,1,4,6,5,9999,99,2
7980,2020,1,19,4,3,11,7,501,5,99,1,41,7,7,9,9,1,7,30,1,2001,4,2
7981,2020,1,12,3,2,11,7,609,6,99,1,28,4,4,6,9,1,6,999,3,9999,99,1
7982,2020,1,12,3,2,11,7,609,6,99,1,46,8,8,10,9,1,2,41,5,9999,99,1
7983,2020,1,21,4,3,11,7,609,6,99,1,999,16,12,18,9,1,4,64,10,9999,99,1
7984,2020,1,21,4,3,11,7,609,6,99,1,999,16,12,18,9,1,1,999,99,9999,99,1
7985,2020,1,19,4,3,11,7,901,9,99,1,38,6,6,8,9,1,2,999,99,9999,99,1
7986,2020,1,19,4,3,11,7,901,9,99,1,48,8,8,10,9,1,5,41,99,9999,99,1
7987,2020,1,1,1,1,11,7,1323,13,99,1,45,8,8,10,2,1,5,26,3,9999,99,1
7988,2020,1,1,1,1,11,7,1323,13,99,1,22,3,3,5,9,1,4,18,3,9999,99,1
7989,2020,1,13,3,2,11,7,801,8,99,1,54,9,9,11,1,1,3,999,99,9999,99,2
7990,2020,1,14,3,2,11,7,1601,16,99,1,49,8,8,10,9,1,2,31,4,9999,99,1
7991,2020,1,14,3,2,11,7,1601,16,99,1,32,5,5,7,9,1,3,52,2,9999,99,1
7992,2020,1,17,3,2,11,7,1503,15,99,1,23,3,3,5,9,1,2,28,4,9999,99,2
7993,2020,1,12,3,2,11,7,1501,15,99,1,18,2,2,4,9,1,4,999,99,9999,99,1
7994,2020,1,12,3,2,11,7,1501,15,99,1,999,16,12,18,9,1,3,999,99,9999,99,1
7995,2020,1,23,4,3,11,7,208,2,99,1,18,2,2,4,9,1,4,999,99,9999,99,6
7996,2020,1,7,2,1,11,7,1703,17,99,2,58,10,10,12,9,1,1,10,99,2015,5,1
7997,2020,1,7,2,1,11,7,1703,17,99,1,22,3,3,5,9,1,4,32,5,9999,99,1
7998,2020,1,9,2,1,11,7,1406,14,99,1,39,6,6,8,1,1,2,69,9,9999,99,1
7999,2020,1,9,2,1,11,7,1406,14,99,1,38,6,6,8,9,1,9,69,3,2006,4,1
8000,2020,1,2,1,1,11,7,401,4,99,1,33,5,5,7,9,1,3,69,99,9999,99,2
8001,2020,1,20,4,3,11,7,401,4,99,1,16,2,2,4,9,2,4,999,99,9999,99,6
8002,2020,1,21,4,3,11,7,301,3,99,1,19,2,2,4,9,1,4,999,99,9999,99,6
8003,2020,2,21,4,3,11,1,101,1,1,1,21,3,3,5,2,1,4,5,5,2018,5,1
8004,2020,2,21,4,3,11,1,101,1,1,9,999,16,12,18,9,9,1,999,99,9999,99,1
8005,2020,2,17,3,2,11,1,101,1,15,1,48,8,8,10,2,1,3,56,2,2018,5,1
8006,2020,2,17,3,2,11,1,101,1,15,1,999,16,12,18,9,1,4,27,1,2016,5,1
8007,2020,2,17,3,2,11,1,101,1,15,1,48,8,8,10,1,1,1,4,2,2018,5,1
8008,2020,2,17,3,2,11,1,101,1,15,1,38,6,6,8,1,1,1,69,1,2013,5,1
8009,2020,2,18,4,3,11,1,102,1,99,1,35,6,6,8,9,1,4,67,3,9999,99,6
8010,2020,2,12,3,2,11,1,101,1,11,1,28,4,4,6,2,1,1,52,9,1991,3,1
8011,2020,2,12,3,2,11,1,101,1,11,1,22,3,3,5,9,1,4,3,4,9999,99,1
8012,2020,2,18,4,3,11,1,101,1,7,1,45,8,8,10,9,1,11,9,2,2021,6,1
8013,2020,2,18,4,3,11,1,101,1,7,1,28,4,4,6,9,1,4,32,1,9999,99,1
8014,2020,2,16,3,2,11,1,110,1,99,1,43,7,7,9,2,1,2,34,4,2006,4,1
8015,2020,2,16,3,2,11,1,110,1,99,1,22,3,3,5,9,1,4,6,1,9999,99,1
8016,2020,2,21,4,3,11,1,2205,22,99,1,29,4,4,6,2,1,1,69,99,9999,99,1
8017,2020,2,21,4,3,11,1,2205,22,99,2,999,16,12,18,9,1,2,27,6,9999,99,1
8018,2020,2,22,4,3,11,1,501,5,99,1,24,3,3,5,1,1,1,52,5,9999,99,1
8019,2020,2,22,4,3,11,1,501,5,99,1,34,5,5,7,9,1,4,27,5,9999,99,1
8020,2020,2,16,3,2,11,1,513,5,99,1,67,12,11,14,9,1,3,69,1,9999,99,1
8021,2020,2,16,3,2,11,1,513,5,99,1,26,4,4,6,9,1,1,69,10,9999,99,1
8022,2020,2,8,2,1,11,1,1103,11,99,1,999,16,12,18,1,1,3,69,4,9999,99,1
8023,2020,2,8,2,1,11,1,1103,11,99,1,999,16,12,18,1,1,2,69,2,9999,99,1
8024,2020,2,12,3,2,11,1,917,9,99,1,28,4,4,6,9,1,5,17,5,9999,99,1
8025,2020,2,12,3,2,11,1,917,9,99,1,31,5,5,7,9,1,3,69,9,9999,99,1
8026,2020,2,16,3,2,11,1,920,9,99,1,24,3,3,5,2,1,4,999,1,9999,99,1
8027,2020,2,16,3,2,11,1,920,9,99,1,29,4,4,6,1,1,12,69,2,2009,4,1
8028,2020,2,1,1,1,11,1,401,4,99,1,27,4,4,6,9,1,4,32,1,2020,6,6
8029,2020,2,6,2,1,11,1,308,3,99,1,23,3,3,5,9,1,4,32,1,9999,99,6
8030,2020,3,23,4,3,11,2,101,1,9,1,46,8,8,10,1,1,2,31,4,9999,99,1
8031,2020,3,23,4,3,11,2,101,1,9,1,23,3,3,5,1,1,4,6,5,2020,6,1
8032,2020,3,22,4,3,11,2,101,1,25,1,30,5,5,7,9,1,1,52,2,9999,99,1
8033,2020,3,22,4,3,11,2,101,1,25,1,30,5,5,7,9,1,4,67,5,2018,5,1
8034,2020,3,10,2,1,11,2,101,1,11,1,50,9,9,11,9,1,2,41,4,2012,5,1
8035,2020,3,10,2,1,11,2,101,1,11,1,39,6,6,8,9,1,4,6,5,9999,99,1
8036,2020,3,15,3,2,11,2,101,1,12,1,50,9,9,11,1,1,1,28,2,9999,99,1
8037,2020,3,15,3,2,11,2,101,1,12,1,999,16,12,18,9,1,4,100,14,9999,99,1
8038,2020,3,20,4,3,11,2,110,1,99,1,58,10,10,12,9,1,12,999,7,9999,99,1
8039,2020,3,20,4,3,11,2,110,1,99,1,31,5,5,7,9,1,4,999,99,9999,99,1
8040,2020,3,4,1,1,11,2,108,1,99,1,69,12,11,14,9,1,6,19,1,9999,99,2
8041,2020,3,9,2,1,11,2,502,5,99,1,45,8,8,10,9,1,5,52,2,9999,99,1
8042,2020,3,9,2,1,11,2,502,5,99,1,30,5,5,7,9,1,4,64,6,9999,99,1
8043,2020,3,19,4,3,11,2,901,9,99,2,31,5,5,7,2,1,2,999,3,9999,99,1
8044,2020,3,19,4,3,11,2,901,9,99,1,21,3,3,5,9,1,4,32,1,9999,99,1
8045,2020,3,19,4,3,11,2,901,9,99,1,40,7,7,9,9,1,4,32,2,9999,99,1
8046,2020,3,7,2,1,11,2,914,9,99,1,31,5,5,7,9,1,3,69,3,9999,99,7
8047,2020,3,16,3,2,11,2,805,8,99,1,999,16,12,18,9,1,3,999,9,9999,99,2
8048,2020,3,20,4,3,11,2,1709,17,99,1,999,16,12,18,9,1,5,52,2,9999,99,1
8049,2020,3,17,3,2,11,2,1413,14,99,1,24,3,3,5,2,1,3,69,5,2000,4,1
8050,2020,3,17,3,2,11,2,1413,14,99,2,999,16,12,18,9,1,1,48,99,2001,4,1
8051,2020,4,15,3,2,11,3,108,1,99,1,68,12,11,14,9,1,4,32,3,2016,5,6
8052,2020,4,21,4,3,11,3,502,5,99,1,32,5,5,7,9,1,5,999,3,9999,99,1
8053,2020,4,21,4,3,11,3,502,5,99,1,26,4,4,6,9,1,4,999,2,9999,99,1
8054,2020,4,19,4,3,11,3,1102,11,99,1,66,12,11,14,1,1,1,21,1,1996,3,1
8055,2020,4,19,4,3,11,3,1102,11,99,2,25,4,4,6,1,1,4,67,3,2013,5,1
8056,2020,4,15,3,2,11,3,1104,11,99,1,38,6,6,8,1,1,4,76,1,9999,99,1
8057,2020,4,15,3,2,11,3,1104,11,99,1,36,6,6,8,9,1,3,69,10,1998,3,1
8058,2020,4,21,4,3,11,3,1104,11,99,1,40,7,7,9,2,1,3,69,10,1983,2,1
8059,2020,4,21,4,3,11,3,1104,11,99,1,999,16,12,18,9,1,3,69,5,9999,99,1
8060,2020,4,19,4,3,11,3,1616,16,99,1,35,6,6,8,2,1,3,69,6,1994,3,1
8061,2020,4,19,4,3,11,3,1616,16,99,1,19,2,2,4,9,1,3,69,6,1992,3,1
8062,2020,4,13,3,2,11,3,401,4,99,1,25,4,4,6,1,1,7,30,7,2001,4,1
8063,2020,4,13,3,2,11,3,401,4,99,1,21,3,3,5,2,1,4,32,3,2020,6,1
8064,2020,5,21,4,3,11,4,115,1,99,1,25,4,4,6,2,1,4,6,1,9999,99,1
8065,2020,5,21,4,3,11,4,115,1,99,1,19,2,2,4,9,1,4,83,3,9999,99,1
8066,2020,5,6,2,1,11,4,2106,21,99,1,23,3,3,5,9,1,3,999,1,9999,99,2
8067,2020,5,7,2,1,11,4,504,5,99,1,49,8,8,10,9,1,3,48,2,2019,5,1
8068,2020,5,7,2,1,11,4,504,5,99,1,23,3,3,5,9,1,4,6,1,9999,99,1
8069,2020,5,9,2,1,11,4,502,5,99,1,19,2,2,4,9,1,2,28,8,9999,99,1
8070,2020,5,9,2,1,11,4,502,5,99,1,38,6,6,8,9,1,4,27,5,9999,99,1
8071,2020,5,8,2,1,11,4,511,5,99,1,25,4,4,6,9,1,1,52,4,2007,4,1
8072,2020,5,8,2,1,11,4,511,5,99,1,35,6,6,8,9,1,4,168,5,2015,5,1
8073,2020,5,10,2,1,11,4,501,5,99,1,40,7,7,9,9,1,6,40,2,2009,4,1
8074,2020,5,10,2,1,11,4,501,5,99,1,45,8,8,10,9,1,5,31,2,1993,3,1
8075,2020,5,17,3,2,11,4,1301,13,99,1,35,6,6,8,2,1,3,69,2,9999,99,1
8076,2020,5,17,3,2,11,4,1301,13,99,9,999,16,12,18,9,9,1,69,2,9999,99,1
8077,2020,5,10,2,1,11,4,1604,16,99,1,23,3,3,5,9,1,1,69,2,2020,6,2
8078,2020,5,13,3,2,11,4,1803,18,99,1,34,5,5,7,9,1,5,17,3,9999,99,2
8079,2020,5,22,4,3,11,4,1401,14,99,1,45,8,8,10,9,1,3,69,4,1986,2,1
8080,2020,5,22,4,3,11,4,1401,14,99,1,999,16,12,18,9,1,4,6,99,9999,99,1
8081,2020,5,22,4,3,11,4,1401,14,99,1,40,7,7,9,9,1,4,6,99,9999,99,1
8082,2020,6,17,3,2,11,5,101,1,6,1,48,8,8,10,9,1,2,48,4,2010,5,1
8083,2020,6,17,3,2,11,5,101,1,6,1,19,2,2,4,9,1,4,6,5,9999,99,1
8084,2020,6,12,3,2,11,5,102,1,99,1,32,5,5,7,9,1,5,17,5,1994,3,3
8085,2020,6,22,4,3,11,5,101,1,10,9,999,16,12,18,9,9,99,999,99,9999,99,1
8086,2020,6,22,4,3,11,5,101,1,10,1,40,7,7,9,9,1,4,64,5,2020,6,1
8087,2020,6,1,1,1,11,5,101,1,11,1,25,4,4,6,9,1,4,67,5,2019,5,6
8088,2020,6,20,4,3,11,5,101,1,7,2,33,5,5,7,9,1,2,41,4,2017,5,1
8089,2020,6,20,4,3,11,5,101,1,7,1,36,6,6,8,9,1,4,6,5,2017,5,1
8090,2020,6,11,2,1,11,5,101,1,11,1,21,3,3,5,9,1,4,76,1,2020,6,1
8091,2020,6,11,2,1,11,5,101,1,11,1,35,6,6,8,9,1,4,6,5,9999,99,1
8092,2020,6,13,3,2,11,5,501,5,99,1,37,6,6,8,1,1,1,27,7,9999,99,1
8093,2020,6,13,3,2,11,5,501,5,99,1,45,8,8,10,9,1,4,100,3,9999,99,1
8094,2020,6,15,3,2,11,5,606,6,99,1,32,5,5,7,9,1,3,69,3,9999,99,1
8095,2020,6,15,3,2,11,5,606,6,99,1,54,9,9,11,9,1,4,6,1,2012,5,1
8096,2020,6,6,2,1,11,5,1106,11,99,1,999,16,12,18,9,1,3,999,99,9999,99,1
8097,2020,6,6,2,1,11,5,1106,11,99,1,40,7,7,9,9,1,4,6,99,9999,99,1
8098,2020,6,19,4,3,11,5,1801,18,99,1,999,16,12,18,9,1,3,999,99,9999,99,1
8099,2020,6,19,4,3,11,5,1801,18,99,1,39,6,6,8,9,1,4,18,99,9999,99,1
8100,2020,6,16,3,2,11,5,1406,14,99,9,999,16,12,18,9,9,5,26,2,9999,99,1
8101,2020,6,16,3,2,11,5,1406,14,99,1,30,5,5,7,9,1,4,67,5,9999,99,1
8102,2020,7,17,3,2,11,6,115,1,99,1,19,2,2,4,1,1,1,48,5,2007,4,1
8103,2020,7,17,3,2,11,6,115,1,99,2,29,4,4,6,1,1,4,190,5,2019,5,1
8104,2020,7,16,3,2,11,6,502,5,99,1,18,2,2,4,9,1,3,69,5,9999,99,1
8105,2020,7,16,3,2,11,6,502,5,99,1,16,2,2,4,9,2,4,6,5,9999,99,1
8106,2020,7,16,3,2,11,6,502,5,99,1,18,2,2,4,9,1,4,76,5,9999,99,1
8107,2020,7,20,4,3,11,6,502,5,99,1,22,3,3,5,1,1,12,30,6,9999,99,1
8108,2020,7,20,4,3,11,6,502,5,99,1,26,4,4,6,1,1,2,999,10,9999,99,1
8109,2020,7,17,3,2,11,6,509,5,99,1,55,10,10,12,1,1,6,30,4,9999,99,1
8110,2020,7,17,3,2,11,6,509,5,99,1,55,10,10,12,1,1,4,999,99,9999,99,1
8111,2020,7,20,4,3,11,6,501,5,99,1,39,6,6,8,1,1,4,67,5,9999,99,2
8112,2020,7,21,4,3,11,6,1101,11,99,1,28,4,4,6,1,1,1,52,4,1993,3,1
8113,2020,7,21,4,3,11,6,1101,11,99,1,29,4,4,6,1,1,4,163,5,9999,99,1
8114,2020,7,18,4,3,11,6,914,9,99,1,23,3,3,5,1,1,1,27,99,9999,99,1
8115,2020,7,18,4,3,11,6,914,9,99,2,19,2,2,4,1,1,2,27,99,9999,99,1
8116,2020,7,20,4,3,11,6,1507,15,99,1,28,4,4,6,2,1,1,52,2,2004,4,1
8117,2020,7,20,4,3,11,6,1507,15,99,2,33,5,5,7,9,1,4,76,1,9999,99,1
8118,2020,7,21,4,3,11,6,1507,15,99,1,17,2,2,4,9,2,3,69,4,1990,3,3
8119,2020,7,16,3,2,11,6,1804,18,99,1,37,6,6,8,9,1,3,69,2,1990,3,1
8120,2020,7,16,3,2,11,6,1804,18,99,1,19,2,2,4,9,1,4,67,4,2019,5,1
8121,2020,7,19,4,3,11,6,1805,18,99,1,26,4,4,6,9,1,4,999,99,9999,99,6
8122,2020,8,11,2,1,11,7,105,1,99,2,999,16,12,18,9,9,1,999,9,2008,4,1
8123,2020,8,11,2,1,11,7,105,1,99,1,23,3,3,5,9,1,4,32,1,9999,99,1
8124,2020,8,0,1,1,11,7,103,1,99,1,41,7,7,9,1,1,1,56,4,2015,5,1
8125,2020,8,0,1,1,11,7,103,1,99,1,19,2,2,4,9,1,4,27,5,2012,5,1
8126,2020,8,0,1,1,11,7,103,1,99,9,999,16,12,18,9,9,2,56,6,2014,5,1
8127,2020,8,0,1,1,11,7,103,1,99,1,999,16,12,18,9,9,4,3,14,9999,99,1
8128,2020,8,19,4,3,11,7,115,1,99,1,33,5,5,7,9,1,1,27,3,1991,3,1
8129,2020,8,19,4,3,11,7,115,1,99,2,32,5,5,7,9,1,4,67,5,2016,5,1
8130,2020,8,22,4,3,11,7,101,1,19,9,999,16,12,18,9,9,1,69,2,9999,99,1
8131,2020,8,22,4,3,11,7,101,1,19,1,27,4,4,6,9,1,4,3,3,9999,99,1
8132,2020,8,19,4,3,11,7,108,1,99,1,26,4,4,6,9,1,4,67,5,2020,6,2
8133,2020,8,17,3,2,11,7,2005,20,99,1,26,4,4,6,9,1,4,67,99,2017,5,2
8134,2020,8,15,3,2,11,7,2005,20,99,1,63,11,11,13,9,1,3,69,9,2017,5,3
8135,2020,8,16,3,2,11,7,501,5,99,1,33,5,5,7,9,1,3,69,4,9999,99,1
8136,2020,8,16,3,2,11,7,501,5,99,1,999,16,12,18,9,1,4,32,1,9999,99,1
8137,2020,8,21,4,3,11,7,507,5,99,1,31,5,5,7,9,1,4,6,1,9999,99,1
8138,2020,8,21,4,3,11,7,507,5,99,2,32,5,5,7,9,1,4,999,1,9999,99,1
8139,2020,8,22,4,3,11,7,613,6,99,9,999,16,12,18,9,9,1,56,99,9999,99,1
8140,2020,8,22,4,3,11,7,613,6,99,1,999,16,12,18,9,9,4,999,5,9999,99,1
8141,2020,8,23,4,3,11,7,611,6,99,1,21,3,3,5,9,1,1,999,99,9999,99,3
8142,2020,8,22,4,3,11,7,602,6,99,1,37,6,6,8,9,1,1,48,1,2007,4,1
8143,2020,8,22,4,3,11,7,602,6,99,1,19,2,2,4,9,1,4,999,99,9999,99,1
8144,2020,8,21,4,3,11,7,1004,10,99,1,28,4,4,6,9,1,4,67,5,2018,5,6
8145,2020,8,21,4,3,11,7,1102,11,99,1,32,5,5,7,2,1,1,48,4,9999,99,1
8146,2020,8,21,4,3,11,7,1102,11,99,1,61,11,11,13,9,1,1,69,11,9999,99,1
8147,2020,8,21,4,3,11,7,1101,11,99,1,21,3,3,5,9,1,4,999,5,9999,99,6
8148,2020,8,11,2,1,11,7,1303,13,99,1,42,7,7,9,9,1,3,69,99,9999,99,1
8149,2020,8,11,2,1,11,7,1303,13,99,1,19,2,2,4,9,1,3,69,99,9999,99,1
8150,2020,8,19,4,3,11,7,1304,13,99,1,23,3,3,5,9,1,3,999,1,9999,99,1
8151,2020,8,19,4,3,11,7,1304,13,99,1,18,2,2,4,9,1,4,999,99,9999,99,1
8152,2020,8,18,4,3,11,7,801,8,99,1,24,3,3,5,9,1,1,69,99,1998,3,1
8153,2020,8,18,4,3,11,7,801,8,99,1,30,5,5,7,9,1,1,69,3,1998,3,1
8154,2020,8,20,4,3,11,7,1801,18,99,1,21,3,3,5,2,1,1,48,2,9999,99,1
8155,2020,8,20,4,3,11,7,1801,18,99,1,22,3,3,5,9,1,4,27,99,9999,99,1
8156,2020,8,23,4,3,11,7,1801,18,99,9,999,16,12,18,9,9,2,999,99,9999,99,1
8157,2020,8,23,4,3,11,7,1801,18,99,1,22,3,3,5,9,1,4,999,99,9999,99,1
8158,2020,8,15,3,2,11,7,1705,17,99,1,23,3,3,5,9,1,4,999,14,9999,99,6
8159,2020,8,2,1,1,11,7,1413,14,99,1,25,4,4,6,9,1,4,76,5,9999,99,1
8160,2020,8,2,1,1,11,7,1413,14,99,1,33,5,5,7,9,1,4,27,1,9999,99,1
8161,2020,8,23,4,3,11,7,410,4,99,1,24,3,3,5,9,1,4,64,3,9999,99,4
8162,2020,8,14,3,2,11,7,415,4,99,1,39,6,6,8,9,1,1,10,6,1998,3,1
8163,2020,8,14,3,2,11,7,415,4,99,1,35,6,6,8,9,1,4,32,1,2017,5,1
8164,2020,8,21,4,3,11,7,301,3,99,1,999,16,12,18,9,1,4,6,3,9999,99,1
8165,2020,8,21,4,3,11,7,301,3,99,1,999,16,12,18,9,1,4,67,3,9999,99,1
8166,2020,8,21,4,3,11,7,301,3,99,1,999,16,12,18,2,1,1,999,2,9999,99,1
8167,2020,8,3,1,1,11,7,301,3,99,1,30,5,5,7,9,1,1,10,4,2004,4,1
8168,2020,8,3,1,1,11,7,301,3,99,1,31,5,5,7,9,1,1,69,9,1988,2,1
8169,2020,8,15,3,2,11,7,309,3,99,1,27,4,4,6,9,1,4,2,99,9999,99,4
8170,2020,9,11,2,1,11,1,101,1,1,1,51,9,9,11,9,1,12,999,3,9999,99,1
8171,2020,9,11,2,1,11,1,101,1,1,1,19,2,2,4,9,1,4,163,2,9999,99,1
8172,2020,9,8,2,1,11,1,101,1,12,2,45,8,8,10,1,1,1,56,4,2011,5,1
8173,2020,9,8,2,1,11,1,101,1,12,1,41,7,7,9,9,1,4,64,1,9999,99,1
8174,2020,9,7,2,1,11,1,110,1,99,9,999,16,12,18,9,9,2,52,4,9999,99,1
8175,2020,9,7,2,1,11,1,110,1,99,1,22,3,3,5,9,1,4,999,99,9999,99,1
8176,2020,9,22,4,3,11,1,110,1,99,2,21,3,3,5,9,1,4,999,99,9999,99,2
8177,2020,9,18,4,3,11,1,2004,20,99,1,24,3,3,5,9,1,22,999,5,2021,6,3
8178,2020,9,20,4,3,11,1,1901,19,99,1,19,2,2,4,1,1,4,27,5,9999,99,1
8179,2020,9,20,4,3,11,1,1901,19,99,1,22,3,3,5,1,1,4,67,1,9999,99,1
8180,2020,9,22,4,3,11,1,501,5,99,1,31,5,5,7,9,1,4,27,5,9999,99,1
8181,2020,9,22,4,3,11,1,501,5,99,2,25,4,4,6,9,1,4,64,5,2015,5,1
8182,2020,9,5,1,1,11,1,1213,12,99,1,35,6,6,8,1,1,4,54,3,9999,99,6
8183,2020,9,18,4,3,11,1,802,8,99,1,22,3,3,5,1,1,4,76,99,9999,99,6
8184,2020,9,6,2,1,11,1,1502,15,99,1,42,7,7,9,9,1,99,48,5,2010,5,1
8185,2020,9,6,2,1,11,1,1502,15,99,1,39,6,6,8,9,1,4,999,99,9999,99,1
8186,2020,9,9,2,1,11,1,1710,17,99,9,999,16,12,18,9,9,3,999,99,9999,99,1
8187,2020,9,9,2,1,11,1,1710,17,99,2,25,4,4,6,9,1,4,999,99,9999,99,1
8188,2020,9,12,3,2,11,1,711,7,99,1,36,6,6,8,1,1,5,31,2,1996,3,1
8189,2020,9,12,3,2,11,1,711,7,99,1,22,3,3,5,1,1,4,18,1,2020,6,1
8190,2020,9,12,3,2,11,1,415,4,99,1,38,6,6,8,9,1,9,69,99,2019,5,1
8191,2020,9,12,3,2,11,1,415,4,99,1,28,4,4,6,9,1,4,27,5,9999,99,1
8192,2020,9,11,2,1,11,1,312,3,99,1,20,3,3,5,1,1,3,31,2,9999,99,1
8193,2020,9,11,2,1,11,1,312,3,99,1,24,3,3,5,1,1,4,100,1,2017,5,1
8194,2020,10,11,2,1,11,2,101,1,9,1,34,5,5,7,9,1,2,52,9,2003,4,1
8195,2020,10,11,2,1,11,2,101,1,9,1,27,4,4,6,9,1,4,6,5,9999,99,1
8196,2020,10,19,4,3,11,2,101,1,1,1,28,4,4,6,1,1,5,19,1,1995,3,1
8197,2020,10,19,4,3,11,2,101,1,1,1,30,5,5,7,9,1,4,6,5,2012,5,1
8198,2020,10,23,4,3,11,2,101,1,4,9,999,16,12,18,9,9,99,999,99,9999,99,1
8199,2020,10,23,4,3,11,2,101,1,4,1,39,6,6,8,9,1,4,54,3,2019,5,1
8200,2020,10,3,1,1,11,2,101,1,6,1,30,5,5,7,9,1,4,6,1,2021,6,6
8201,2020,10,6,2,1,11,2,101,1,18,1,999,16,12,18,9,1,6,30,7,2000,4,1
8202,2020,10,6,2,1,11,2,101,1,18,1,20,3,3,5,9,1,4,67,5,2000,4,1
8203,2020,10,10,2,1,11,2,103,1,99,1,46,8,8,10,9,1,5,30,2,1986,2,2
8204,2020,10,12,3,2,11,2,101,1,7,9,999,16,12,18,9,9,3,14,4,1982,2,1
8205,2020,10,12,3,2,11,2,101,1,7,2,27,4,4,6,9,1,11,17,2,2012,5,1
8206,2020,10,13,3,2,11,2,115,1,99,1,46,8,8,10,9,1,12,30,7,1991,3,1
8207,2020,10,5,1,1,11,2,108,1,99,2,25,4,4,6,1,1,4,67,1,2018,5,1
8208,2020,10,5,1,1,11,2,108,1,99,1,33,5,5,7,9,1,4,6,5,2008,4,1
8209,2020,10,15,3,2,11,2,108,1,99,1,34,5,5,7,9,1,4,6,3,2017,5,1
8210,2020,10,15,3,2,11,2,108,1,99,2,20,3,3,5,9,1,4,32,2,2018,5,1
8211,2020,10,20,4,3,11,2,2201,22,99,1,33,5,5,7,9,1,1,27,1,9999,99,1
8212,2020,10,20,4,3,11,2,2201,22,99,1,22,3,3,5,9,1,4,168,1,9999,99,1
8213,2020,10,7,2,1,11,2,1901,19,99,1,41,7,7,9,9,1,9,69,1,2005,4,1
8214,2020,10,7,2,1,11,2,1901,19,99,1,27,4,4,6,9,1,4,5,5,9999,99,1
8215,2020,10,14,3,2,11,2,613,6,99,2,40,7,7,9,9,1,2,69,99,9999,99,2
8216,2020,10,20,4,3,11,2,1108,11,99,1,47,8,8,10,9,1,1,69,6,9999,99,1
8217,2020,10,20,4,3,11,2,1108,11,99,1,20,3,3,5,9,1,4,6,5,2016,5,1
8218,2020,10,18,4,3,11,2,1219,12,99,1,35,6,6,8,9,1,9,69,1,2008,4,1
